t,phi1,phi2,phi3,phi4,phi5,phi6,w1,w2,w3,v1,v2,v3,vd_w1,vd_w2,vd_w3,vd_v1,vd_v2,vd_v3,upri1,upri2,upri3,upri4,upri5,upri6,upri7,ufin1,ufin2,ufin3,ufin4,ufin5,ufin6,ufin7
97.933452,-0.139572,-0.042175,-0.009327,-0.044530,0.000057,0.000349,-0.052779,-0.331616,-0.064382,-0.724545,0.051459,-0.131464,0.000000,0.000000,0.000000,-0.145601,-0.039242,0.020000,1.357954,-2.724354,1.018076,1.276022,-0.317527,-0.182034,0.038385,1.356954,-2.723354,1.017076,1.277022,-0.316527,-0.181034,0.037385
98.019858,-0.139513,-0.041867,-0.009252,-0.044530,0.000183,0.000332,-0.059594,-0.311796,-0.054210,-0.720399,0.058102,-0.127004,0.000000,0.000000,0.000000,-0.145527,-0.039517,0.020000,1.213817,-2.388186,0.930723,1.686595,-0.193879,-0.004164,0.027946,1.212817,-2.387186,0.929723,1.687595,-0.192879,-0.003164,0.026946
98.119767,-0.139462,-0.041559,-0.009177,-0.044531,0.000313,0.000323,-0.051114,-0.312300,-0.054334,-0.719563,0.055367,-0.133421,0.000000,0.000000,0.000000,-0.145452,-0.039791,0.020000,1.612040,-2.468661,1.208009,1.074468,-0.147520,-0.195659,0.030744,1.611040,-2.467661,1.207009,1.075468,-0.146520,-0.194659,0.029744
98.208580,-0.139404,-0.041268,-0.009112,-0.044534,0.000438,0.000307,-0.058729,-0.294407,-0.045959,-0.716015,0.061343,-0.128444,0.000000,0.000000,0.000000,-0.145377,-0.040065,0.020000,1.605099,-2.222817,1.225067,1.548925,-0.016447,-0.015402,0.022179,1.604099,-2.221817,1.224067,1.549925,-0.017447,-0.014402,0.021179
98.295920,-0.139353,-0.040974,-0.009044,-0.044537,0.000568,0.000298,-0.051027,-0.296751,-0.048025,-0.716625,0.058116,-0.134562,0.000000,0.000000,0.000000,-0.145301,-0.040339,0.020000,2.011574,-2.407572,1.508344,0.979058,0.014765,-0.208893,0.026747,2.010574,-2.406572,1.507344,0.980058,0.013765,-0.207893,0.025747
98.392131,-0.139292,-0.040701,-0.008986,-0.044542,0.000696,0.000280,-0.062015,-0.276589,-0.040840,-0.714531,0.061759,-0.127091,0.000000,0.000000,0.000000,-0.145224,-0.040613,0.020000,2.007284,-2.583489,1.533889,1.748452,0.186984,-0.005064,0.020060,2.006284,-2.582489,1.532889,1.749452,0.185984,-0.004064,0.019060
98.487983,-0.139236,-0.040418,-0.008920,-0.044544,0.000829,0.000270,-0.056057,-0.285534,-0.046846,-0.716640,0.058067,-0.133421,0.000000,0.000000,0.000000,-0.145148,-0.040887,0.020000,2.780803,-2.840471,2.089485,1.173834,0.190360,-0.206718,0.027832,2.780803,-2.840471,2.089485,1.174834,0.189360,-0.205718,0.026832
98.583534,-0.139171,-0.040150,-0.008866,-0.044549,0.000957,0.000253,-0.066153,-0.271021,-0.036722,-0.713644,0.064729,-0.127699,0.000000,0.000000,0.000000,-0.145070,-0.041160,0.020000,2.855205,-2.582250,2.170879,1.715899,0.337515,0.002529,0.015443,2.854205,-2.581250,2.169879,1.716899,0.336515,0.003529,0.014443
98.680356,-0.139113,-0.039877,-0.008803,-0.044549,0.001088,0.000242,-0.058592,-0.275769,-0.044694,-0.718029,0.062857,-0.133832,0.000000,0.000000,0.000000,-0.144993,-0.041434,0.020000,3.180323,-2.722410,2.393088,1.161899,0.327968,-0.184189,0.025685,3.179323,-2.721410,2.392088,1.162899,0.326968,-0.183189,0.024685
98.773391,-0.139048,-0.039619,-0.008752,-0.044551,0.001214,0.000226,-0.065669,-0.260398,-0.034699,-0.715894,0.069637,-0.128998,0.000000,0.000000,0.000000,-0.144914,-0.041707,0.020000,2.954237,-2.413171,2.249407,1.614352,0.520735,-0.000964,0.013734,2.953237,-2.412171,2.248407,1.615352,0.519735,0.000036,0.012734
98.868589,-0.138992,-0.039354,-0.008691,-0.044548,0.001342,0.000217,-0.056499,-0.268489,-0.042949,-0.720827,0.067708,-0.135707,0.000000,0.000000,0.000000,-0.144835,-0.041980,0.020000,3.304363,-2.512879,2.487285,1.002271,0.462613,-0.206840,0.023571,3.303363,-2.511879,2.486285,1.003271,0.461613,-0.205840,0.022571
98.962911,-0.138926,-0.039103,-0.008639,-0.044545,0.001468,0.000200,-0.066095,-0.253042,-0.035785,-0.719988,0.072038,-0.128752,0.000000,0.000000,0.000000,-0.144756,-0.042253,0.020000,3.380803,-2.584958,2.581958,1.718230,0.889419,-0.011963,0.015167,3.379803,-2.583958,2.580958,1.719230,0.888419,-0.010963,0.014167
99.051559,-0.138866,-0.038832,-0.008577,-0.044537,0.001598,0.000191,-0.060175,-0.274549,-0.045126,-0.724987,0.068928,-0.135431,0.000000,0.000000,0.000000,-0.144676,-0.042526,0.020000,5.833814,-2.744190,4.385987,1.165610,0.626646,-0.230270,0.022414,5.833814,-2.743166,4.385987,1.166610,0.625646,-0.229270,0.021414
99.143914,-0.138796,-0.038569,-0.008522,-0.044529,0.001723,0.000176,-0.070906,-0.265469,-0.037686,-0.723623,0.075879,-0.129856,0.000000,0.000000,0.000000,-0.144596,-0.042798,0.020000,7.517497,-2.445076,5.681048,1.749214,1.002649,-0.030825,0.010105,7.517497,-2.445076,5.681048,1.749214,1.002649,-0.029825,0.009105
99.239410,-0.138730,-0.038295,-0.008456,-0.044515,0.001851,0.000168,-0.066164,-0.277229,-0.047880,-0.730394,0.074071,-0.135640,0.000000,0.000000,0.000000,-0.144515,-0.043071,0.020000,12.662058,-2.643720,9.518542,1.415746,1.152428,-0.252570,0.012079,12.662058,-2.643720,9.518542,1.415746,1.152428,-0.251570,0.011079
99.345274,-0.138652,-0.038027,-0.008396,-0.044499,0.001972,0.000153,-0.078549,-0.270534,-0.042805,-0.731490,0.081307,-0.130364,0.000000,0.000000,0.000000,-0.144433,-0.043343,0.020000,18.169045,-2.533670,13.683881,2.152405,1.786027,-0.147793,-0.018241,18.169045,-2.533670,13.683881,2.152405,1.786027,-0.147793,-0.017641
99.464736,-0.138573,-0.037739,-0.008321,-0.044475,0.002096,0.000146,-0.079039,-0.292054,-0.056417,-0.740165,0.080508,-0.136391,0.000000,0.000000,0.000000,-0.144351,-0.043615,0.020000,-87.000000,-42.406569,-87.000000,-32.437036,12.000000,-2.690412,-3.081784,-87.000000,-42.406569,-87.000000,-32.437036,12.000000,-2.690412,-3.081784
99.605818,-0.138459,-0.037427,-0.008083,-0.044441,0.002200,0.000136,-0.112084,-0.326314,-0.217474,-0.748985,0.093298,-0.130980,0.000000,0.000000,0.000000,-0.144269,-0.043887,0.020000,-64.984443,-9.372641,-48.881379,-1.636232,-3.643912,-0.575791,-0.002236,-64.984443,-9.372641,-48.881379,-1.636232,-3.643912,-0.575791,-0.003236
99.702407,-0.138348,-0.037079,-0.007827,-0.044399,0.002304,0.000133,-0.107703,-0.364132,-0.233736,-0.756757,0.094928,-0.137247,0.000000,0.000000,0.000000,-0.144186,-0.044159,0.020000,-18.163108,-3.055594,-13.686696,-0.197232,-1.808238,-0.034424,0.211168,-18.163108,-3.055594,-13.686696,-0.197232,-1.808238,-0.033424,0.211168
99.804509,-0.138240,-0.036728,-0.007598,-0.044355,0.002406,0.000124,-0.106260,-0.365048,-0.205952,-0.758587,0.098106,-0.130406,0.000000,0.000000,0.000000,-0.144102,-0.044431,0.020000,-13.051215,-2.666409,-9.820367,0.769899,-1.607469,0.122714,0.182155,-13.051215,-2.666409,-9.820367,0.770899,-1.606469,0.123714,0.181155
99.906573,-0.138146,-0.036376,-0.007389,-0.044311,0.002517,0.000120,-0.092168,-0.364631,-0.186253,-0.758524,0.091639,-0.135918,0.000000,0.000000,0.000000,-0.144018,-0.044702,0.020000,-9.811093,-2.880310,-7.402726,0.433584,-1.362678,-0.107142,0.164819,-9.811093,-2.880310,-7.402726,0.434584,-1.361678,-0.106142,0.163819
100.010067,-0.138050,-0.036065,-0.007219,-0.044277,0.002628,0.000107,-0.094791,-0.321876,-0.149276,-0.748396,0.095128,-0.128924,0.000000,0.000000,0.000000,-0.143934,-0.044974,0.020000,-8.411957,-2.696888,-6.299453,1.191578,-0.541245,0.092867,0.128714,-8.410957,-2.695888,-6.298453,1.192578,-0.540245,0.093867,0.127714
100.097955,-0.137965,-0.035760,-0.007063,-0.044242,0.002746,0.000099,-0.083229,-0.314434,-0.135625,-0.748187,0.090056,-0.133589,0.000000,0.000000,0.000000,-0.143849,-0.045245,0.020000,-8.162393,-3.050604,-6.086354,0.805589,0.679548,-0.104658,0.115361,-8.161392,-3.049604,-6.085353,0.806589,0.678548,-0.103658,0.114361
100.186669,-0.137875,-0.035448,-0.006929,-0.044209,0.002861,0.000085,-0.089627,-0.318927,-0.114177,-0.746315,0.095056,-0.127435,0.000000,0.000000,0.000000,-0.143763,-0.045516,0.020000,-7.649283,-2.799894,-5.701822,1.408373,0.007340,0.071972,0.084774,-7.649283,-2.798894,-5.700822,1.409373,0.008340,0.072972,0.083774
100.276809,-0.137798,-0.035124,-0.006794,-0.044172,0.002980,0.000078,-0.076636,-0.332612,-0.113901,-0.750105,0.092073,-0.133998,0.000000,0.000000,0.000000,-0.143677,-0.045787,0.020000,-7.686736,-2.892140,-5.763786,0.797628,-0.374612,-0.159039,0.083079,-7.685736,-2.891140,-5.762786,0.798628,-0.373612,-0.158039,0.082079
100.366526,-0.137715,-0.034815,-0.006678,-0.044138,0.003098,0.000063,-0.082026,-0.315259,-0.095831,-0.746265,0.095405,-0.126682,0.000000,0.000000,0.000000,-0.143591,-0.046058,0.020000,-7.810387,-2.939417,-5.799282,1.534199,0.521576,0.024747,0.061755,-7.810387,-2.938417,-5.798283,1.535199,0.520576,0.025747,0.060755
100.461498,-0.137642,-0.034473,-0.006557,-0.044099,0.003220,0.000056,-0.073553,-0.348128,-0.098642,-0.750904,0.091524,-0.133177,0.000000,0.000000,0.000000,-0.143504,-0.046328,0.020000,-7.681380,-3.133712,-5.770637,0.912619,-0.794678,-0.209616,0.059571,-7.681380,-3.132712,-5.769637,0.913619,-0.793678,-0.208616,0.058571
100.563548,-0.137563,-0.034137,-0.006450,-0.044065,0.003339,0.000044,-0.078432,-0.342149,-0.084429,-0.745493,0.098010,-0.128049,0.000000,0.000000,0.000000,-0.143416,-0.046599,0.020000,-7.226832,-2.653976,-5.407889,1.378307,-0.747653,-0.026757,0.041282,-7.225832,-2.652976,-5.406889,1.379307,-0.746653,-0.025757,0.040282
100.671485,-0.137496,-0.033797,-0.006340,-0.044030,0.003461,0.000038,-0.066635,-0.346081,-0.087570,-0.746440,0.095013,-0.134180,0.000000,0.000000,0.000000,-0.143328,-0.046869,0.020000,-7.533233,-2.792111,-5.659219,0.791211,-0.797413,-0.237614,0.046623,-7.533233,-2.791111,-5.658219,0.792211,-0.796413,-0.236614,0.045623
100.777288,-0.137425,-0.033471,-0.006248,-0.044001,0.003580,0.000026,-0.071291,-0.330748,-0.071016,-0.739940,0.100305,-0.128482,0.000000,0.000000,0.000000,-0.143239,-0.047139,0.020000,-7.809114,-2.528464,-5.841329,1.307129,-0.684357,-0.055339,0.027333,-7.808114,-2.527464,-5.840329,1.308129,-0.683357,-0.054339,0.026333
100.877617,-0.137365,-0.033139,-0.006150,-0.043970,0.003704,0.000020,-0.059658,-0.337424,-0.075097,-0.741711,0.096814,-0.134675,0.000000,0.000000,0.000000,-0.143150,-0.047409,0.020000,-9.627035,-2.826522,-7.234278,0.656743,-0.928402,-0.281002,0.031324,-9.626035,-2.825522,-7.233278,0.657743,-0.927402,-0.280002,0.030324
100.975869,-0.137298,-0.032819,-0.006063,-0.043943,0.003827,0.000006,-0.067207,-0.324498,-0.066132,-0.736701,0.099954,-0.127095,0.000000,0.000000,0.000000,-0.143061,-0.047679,0.020000,-12.927205,-3.068646,-9.687177,1.255732,-0.994837,-0.099289,0.016828,-12.927205,-3.067646,-9.687177,1.256732,-0.993837,-0.098289,0.015828
101.083648,-0.137241,-0.032484,-0.005970,-0.043918,0.003955,-0.000000,-0.057904,-0.340625,-0.070999,-0.734529,0.094973,-0.133232,0.000000,0.000000,0.000000,-0.142970,-0.047948,0.020000,-14.948156,-3.394092,-11.233771,0.549057,-1.207577,-0.331442,0.019115,-14.948156,-3.393092,-11.233771,0.550057,-1.206577,-0.330442,0.018115
101.180612,-0.137175,-0.032149,-0.005886,-0.043902,0.004080,-0.000013,-0.065583,-0.339242,-0.062257,-0.725851,0.100393,-0.126947,0.000000,0.000000,0.000000,-0.142880,-0.048218,0.020000,-21.540538,-3.400684,-16.169086,0.747866,-1.431440,-0.167466,-0.007326,-21.540538,-3.399684,-16.169086,0.748866,-1.430440,-0.166466,-0.008326
101.323138,-0.137121,-0.031802,-0.005792,-0.043888,0.004209,-0.000020,-0.054090,-0.351942,-0.070794,-0.722695,0.096533,-0.132370,0.000000,0.000000,0.000000,-0.142789,-0.048487,0.020000,-66.259937,-9.515371,-49.850220,-1.689728,-3.798656,-1.082996,-0.208296,-66.259937,-9.515371,-49.850220,-1.689728,-3.798656,-1.082996,-0.208296
101.439323,-0.137053,-0.031486,-0.005683,-0.043890,0.004331,-0.000034,-0.067615,-0.322530,-0.087672,-0.707033,0.105135,-0.126499,0.000000,0.000000,0.000000,-0.142697,-0.048756,0.020000,18.241850,-1.827089,13.750898,2.309181,0.824740,-0.144750,0.036339,18.241850,-1.827089,13.750898,2.309181,0.824740,-0.143750,0.035339
101.538535,-0.136998,-0.031160,-0.005573,-0.043893,0.004458,-0.000042,-0.054789,-0.331324,-0.088504,-0.704634,0.099976,-0.132086,0.000000,0.000000,0.000000,-0.142605,-0.049025,0.020000,8.131732,-1.866223,6.127365,1.384775,0.135188,-0.235724,0.066821,8.131732,-1.865223,6.127365,1.385775,0.134188,-0.234724,0.065821
101.640944,-0.136929,-0.030825,-0.005477,-0.043901,0.004585,-0.000057,-0.069986,-0.340664,-0.073727,-0.700277,0.103326,-0.125009,0.000000,0.000000,0.000000,-0.142512,-0.049294,0.020000,4.571904,-1.964604,3.469413,1.893575,-0.144760,-0.011013,0.045812,4.570904,-1.963604,3.468413,1.894575,-0.143760,-0.010013,0.044812
101.733321,-0.136859,-0.030462,-0.005374,-0.043904,0.004718,-0.000066,-0.069856,-0.368758,-0.079243,-0.704538,0.097543,-0.129125,0.000000,0.000000,0.000000,-0.142419,-0.049562,0.020000,3.696116,-2.622605,2.786634,1.487235,-0.380344,-0.193538,0.047868,3.695116,-2.621605,2.785634,1.488235,-0.379344,-0.192538,0.046868
101.844847,-0.136772,-0.030101,-0.005281,-0.043909,0.004851,-0.000084,-0.087153,-0.366218,-0.069177,-0.701610,0.099308,-0.119439,0.000000,0.000000,0.000000,-0.142325,-0.049830,0.020000,3.092310,-3.067204,2.362504,2.428710,-0.394868,0.050494,0.033316,3.091310,-3.066204,2.361504,2.429710,-0.393868,0.051494,0.032316
101.938488,-0.136688,-0.029720,-0.005184,-0.043914,0.004990,-0.000096,-0.084182,-0.385427,-0.072601,-0.702186,0.094407,-0.124928,0.000000,0.000000,0.000000,-0.142231,-0.050099,0.020000,3.301516,-3.455277,2.494458,1.905082,-0.478617,-0.142524,0.035679,3.301516,-3.455277,2.493458,1.906082,-0.477617,-0.141524,0.034679
102.044275,-0.136593,-0.029342,-0.005096,-0.043923,0.005125,-0.000114,-0.095209,-0.382682,-0.063074,-0.697168,0.100780,-0.119287,0.000000,0.000000,0.000000,-0.142136,-0.050367,0.020000,3.072413,-3.132610,2.341198,2.381804,-0.466183,0.069659,0.022012,3.072413,-3.132610,2.340198,2.382804,-0.465183,0.070659,0.021012
102.135000,-0.136506,-0.028957,-0.005003,-0.043930,0.005262,-0.000125,-0.087016,-0.390346,-0.067557,-0.698026,0.098757,-0.125607,0.000000,0.000000,0.000000,-0.142041,-0.050634,0.020000,2.938846,-3.197508,2.216520,1.762576,-0.514523,-0.119063,0.028088,2.937846,-3.196508,2.215520,1.763576,-0.513523,-0.118063,0.027088
102.243867,-0.136415,-0.028581,-0.004922,-0.043943,0.005395,-0.000140,-0.091808,-0.379200,-0.057224,-0.692395,0.105625,-0.121929,0.000000,0.000000,0.000000,-0.141946,-0.050902,0.020000,2.760391,-2.690898,2.098468,2.050208,-0.444516,0.047900,0.016096,2.759391,-2.689898,2.097468,2.051208,-0.443516,0.048900,0.015096
102.351545,-0.136335,-0.028205,-0.004835,-0.043955,0.005530,-0.000148,-0.080322,-0.381012,-0.061740,-0.693041,0.103583,-0.129314,0.000000,0.000000,0.000000,-0.141849,-0.051170,0.020000,2.658624,-2.695920,1.996038,1.330286,-0.454052,-0.168779,0.024059,2.657624,-2.694920,1.995038,1.331286,-0.453052,-0.167779,0.023059
102.443742,-0.136248,-0.027848,-0.004760,-0.043972,0.005663,-0.000162,-0.087407,-0.360752,-0.051689,-0.687861,0.107772,-0.123361,0.000000,0.000000,0.000000,-0.141753,-0.051437,0.020000,2.606393,-2.620827,1.980904,1.902406,-0.319821,0.016708,0.014901,2.606393,-2.620827,1.979904,1.903406,-0.318821,0.017708,0.013901
102.544196,-0.136170,-0.027488,-0.004682,-0.043989,0.005801,-0.000168,-0.078668,-0.363551,-0.055053,-0.687411,0.104022,-0.130536,0.000000,0.000000,0.000000,-0.141655,-0.051704,0.020000,2.844501,-2.800262,2.133540,1.214139,-0.299503,-0.203538,0.021733,2.843501,-2.799262,2.132540,1.215139,-0.298503,-0.202538,0.020733
102.647203,-0.136083,-0.027145,-0.004614,-0.044010,0.005935,-0.000181,-0.087154,-0.346736,-0.045933,-0.682252,0.110304,-0.125478,0.000000,0.000000,0.000000,-0.141558,-0.051971,0.020000,2.841995,-2.484744,2.153232,1.661423,-0.191287,-0.004192,0.012341,2.840995,-2.483744,2.152232,1.662423,-0.190287,-0.003192,0.011341
102.760421,-0.136004,-0.026807,-0.004542,-0.044030,0.006073,-0.000188,-0.079363,-0.341052,-0.050073,-0.683603,0.107324,-0.131153,0.000000,0.000000,0.000000,-0.141460,-0.052238,0.020000,2.797451,-2.759630,2.099134,1.142446,-0.158877,-0.187543,0.021214,2.797451,-2.759629,2.099134,1.143446,-0.157877,-0.186543,0.020214
102.868228,-0.135918,-0.026486,-0.004479,-0.044054,0.006206,-0.000200,-0.086862,-0.323933,-0.041478,-0.678396,0.113356,-0.126287,0.000000,0.000000,0.000000,-0.141361,-0.052504,0.020000,2.935992,-2.430790,2.225481,1.578746,-0.033508,0.002909,0.012836,2.934992,-2.429790,2.224481,1.579746,-0.034508,0.003909,0.011836
102.966301,-0.135839,-0.026168,-0.004415,-0.044078,0.006344,-0.000207,-0.078997,-0.321538,-0.043271,-0.678004,0.109862,-0.131889,0.000000,0.000000,0.000000,-0.141262,-0.052771,0.020000,3.340012,-2.648402,2.510038,1.065433,0.033843,-0.181244,0.018564,3.340012,-2.647402,2.509038,1.066433,0.032843,-0.180244,0.017564
103.068435,-0.135753,-0.025865,-0.004359,-0.044106,0.006477,-0.000219,-0.086357,-0.305707,-0.037159,-0.674335,0.115818,-0.126935,0.000000,0.000000,0.000000,-0.141162,-0.053037,0.020000,3.506981,-2.361342,2.658311,1.524482,0.147192,0.004119,0.012769,3.505981,-2.360342,2.657311,1.525482,0.146192,0.005119,0.011769
103.169539,-0.135675,-0.025563,-0.004297,-0.044131,0.006615,-0.000226,-0.078038,-0.304428,-0.041835,-0.676398,0.112670,-0.132798,0.000000,0.000000,0.000000,-0.141062,-0.053303,0.020000,3.853955,-2.609670,2.898739,1.000162,0.188655,-0.190816,0.021276,3.852955,-2.608670,2.897739,1.001162,0.187655,-0.189816,0.020276
103.260304,-0.135588,-0.025282,-0.004245,-0.044158,0.006751,-0.000240,-0.088006,-0.283607,-0.034554,-0.674065,0.116458,-0.125444,0.000000,0.000000,0.000000,-0.140961,-0.053569,0.020000,4.071087,-2.726645,3.091478,1.752942,0.342821,0.017976,0.014882,4.070087,-2.725645,3.090478,1.753942,0.341821,0.018976,0.013882
103.355619,-0.135507,-0.024997,-0.004186,-0.044182,0.006891,-0.000248,-0.080692,-0.287803,-0.039825,-0.676609,0.113076,-0.131956,0.000000,0.000000,0.000000,-0.140860,-0.053834,0.020000,5.032212,-2.967709,3.791941,1.180414,0.395728,-0.192563,0.022647,5.032212,-2.966709,3.790941,1.181414,0.394728,-0.191563,0.021647
103.446115,-0.135418,-0.024727,-0.004138,-0.044208,0.007025,-0.000262,-0.089373,-0.272716,-0.031318,-0.674047,0.120095,-0.126794,0.000000,0.000000,0.000000,-0.140758,-0.054100,0.020000,5.619151,-2.622619,4.259554,1.671364,0.536923,0.009172,0.012483,5.619151,-2.622619,4.259554,1.672364,0.535923,0.010172,0.011483
103.544093,-0.135338,-0.024459,-0.004082,-0.044228,0.007163,-0.000269,-0.080956,-0.270045,-0.038454,-0.679119,0.118563,-0.132682,0.000000,0.000000,0.000000,-0.140656,-0.054365,0.020000,6.862598,-2.800549,5.179245,1.195752,0.654066,-0.180776,0.022537,6.862598,-2.800549,5.179245,1.196752,0.653066,-0.179776,0.021537
103.642888,-0.135251,-0.024210,-0.004037,-0.044250,0.007295,-0.000283,-0.087403,-0.251453,-0.029147,-0.677709,0.125712,-0.128084,0.000000,0.000000,0.000000,-0.140553,-0.054630,0.020000,8.291464,-2.442380,6.285715,1.679180,0.957596,-0.002545,0.010946,8.290464,-2.441380,6.284715,1.680180,0.956596,-0.001545,0.009946
103.754220,-0.135172,-0.023962,-0.003985,-0.044264,0.007429,-0.000290,-0.078760,-0.249840,-0.035961,-0.684033,0.124342,-0.134396,0.000000,0.000000,0.000000,-0.140450,-0.054895,0.020000,13.596296,-2.618988,10.277351,1.316422,1.532726,-0.243549,0.011787,13.596296,-2.618988,10.277351,1.317422,1.532726,-0.242549,0.010787
103.888880,-0.135079,-0.023724,-0.003936,-0.044275,0.007559,-0.000304,-0.093044,-0.240728,-0.033897,-0.687516,0.130030,-0.127423,0.000000,0.000000,0.000000,-0.140346,-0.055159,0.020000,23.958014,-3.772909,18.127424,2.878015,2.236723,-0.686505,-0.132865,23.958014,-3.772909,18.127424,2.878018,2.235723,-0.685505,-0.131865
104.001703,-0.134972,-0.023465,-0.003855,-0.044276,0.007686,-0.000310,-0.107109,-0.263422,-0.065210,-0.696406,0.132657,-0.133917,0.000000,0.000000,0.000000,-0.140242,-0.055424,0.020000,-17.531600,-4.099830,-13.235363,0.046745,-0.287356,-0.115426,0.026888,-17.531600,-4.098830,-13.235363,0.047745,-0.288356,-0.114426,0.025888
104.097675,-0.134860,-0.023205,-0.003775,-0.044276,0.007806,-0.000320,-0.112016,-0.263560,-0.062956,-0.697639,0.141369,-0.130187,0.000000,0.000000,0.000000,-0.140137,-0.055688,0.020000,-8.138713,-2.918378,-6.113525,0.811027,0.339830,0.097216,0.036617,-8.138713,-2.918378,-6.113525,0.812026,0.338830,0.098216,0.035617
104.205483,-0.134765,-0.022953,-0.003693,-0.044272,0.007930,-0.000325,-0.094882,-0.256922,-0.066038,-0.701023,0.138664,-0.136076,0.000000,0.000000,0.000000,-0.140032,-0.055952,0.020000,-6.071264,-2.906986,-4.693976,0.402281,-2.967572,-0.114021,0.044681,-6.070264,-2.905986,-4.692976,0.403281,-2.966572,-0.113021,0.043681
104.304655,-0.134674,-0.022742,-0.003631,-0.044276,0.008051,-0.000336,-0.091230,-0.214205,-0.048368,-0.692749,0.143226,-0.131070,0.000000,0.000000,0.000000,-0.139926,-0.056216,0.020000,-4.877467,-2.503764,-3.682056,0.940988,-0.480768,0.047753,0.036081,-4.876467,-2.502764,-3.681056,0.941988,-0.481768,0.048753,0.035081
104.402302,-0.134600,-0.022552,-0.003573,-0.044279,0.008178,-0.000343,-0.074103,-0.192677,-0.046540,-0.692138,0.138868,-0.136830,0.000000,0.000000,0.000000,-0.139820,-0.056480,0.020000,-4.660667,-2.740258,-3.528720,0.463175,-0.229494,-0.168742,0.042912,-4.660667,-2.739258,-3.528720,0.464175,-0.230494,-0.167742,0.041912
104.501496,-0.134524,-0.022386,-0.003531,-0.044289,0.008302,-0.000356,-0.075728,-0.168132,-0.031783,-0.685997,0.143498,-0.131531,0.000000,0.000000,0.000000,-0.139713,-0.056743,0.020000,-4.083662,-2.415468,-3.062598,0.987644,0.022585,0.004619,0.029638,-4.082662,-2.414468,-3.061598,0.988644,0.021585,0.005619,0.028638
104.603573,-0.134460,-0.022222,-0.003485,-0.044295,0.008431,-0.000364,-0.063536,-0.166456,-0.034633,-0.688115,0.139392,-0.137076,0.000000,0.000000,0.000000,-0.139606,-0.057006,0.020000,-4.107151,-2.703035,-3.098483,0.503736,0.040299,-0.208527,0.036364,-4.107151,-2.702035,-3.098483,0.504736,0.039299,-0.207527,0.035364
104.710010,-0.134389,-0.022074,-0.003451,-0.044304,0.008560,-0.000381,-0.071374,-0.149965,-0.025398,-0.685085,0.142214,-0.129139,0.000000,0.000000,0.000000,-0.139498,-0.057269,0.020000,-3.948882,-2.819929,-2.945738,1.314438,0.168686,-0.004144,0.027014,-3.948882,-2.819929,-2.945738,1.315438,0.167686,-0.003144,0.026014
104.824557,-0.134326,-0.021913,-0.003411,-0.044311,0.008694,-0.000391,-0.062540,-0.161921,-0.029609,-0.687159,0.137866,-0.135236,0.000000,0.000000,0.000000,-0.139390,-0.057532,0.020000,-3.787251,-3.083314,-2.846318,0.754973,0.112291,-0.225185,0.032200,-3.786251,-3.082314,-2.845318,0.755973,0.111291,-0.224185,0.031200
104.937148,-0.134256,-0.021755,-0.003380,-0.044320,0.008823,-0.000406,-0.070551,-0.159257,-0.021105,-0.683707,0.144134,-0.129625,0.000000,0.000000,0.000000,-0.139281,-0.057795,0.020000,-3.437834,-2.690138,-2.558132,1.263878,0.164629,-0.027058,0.019901,-3.437834,-2.690138,-2.558128,1.264878,0.163629,-0.026058,0.018901
105.042583,-0.134194,-0.021587,-0.003340,-0.044325,0.008956,-0.000416,-0.061582,-0.170667,-0.029136,-0.688243,0.141776,-0.135035,0.000000,0.000000,0.000000,-0.139172,-0.058057,0.020000,-3.654465,-2.899222,-2.742021,0.771607,0.062413,-0.223213,0.028746,-3.653465,-2.898222,-2.741021,0.772607,0.061413,-0.222213,0.027746
105.156128,-0.134127,-0.021419,-0.003309,-0.044332,0.009084,-0.000431,-0.067393,-0.169066,-0.020242,-0.684914,0.148056,-0.130120,0.000000,0.000000,0.000000,-0.139063,-0.058319,0.020000,-3.388233,-2.471198,-2.519778,1.210430,0.104899,-0.046643,0.015832,-3.387236,-2.470198,-2.518778,1.211430,0.103899,-0.045643,0.014832
105.255468,-0.134070,-0.021244,-0.003271,-0.044334,0.009215,-0.000440,-0.056869,-0.176757,-0.026607,-0.690015,0.145262,-0.135602,0.000000,0.000000,0.000000,-0.138952,-0.058582,0.020000,-3.878522,-2.798127,-2.910413,0.725520,0.002319,-0.255801,0.023274,-3.877522,-2.797127,-2.909413,0.726520,0.001319,-0.254801,0.022274
105.361077,-0.134005,-0.021075,-0.003239,-0.044335,0.009344,-0.000456,-0.064992,-0.170062,-0.021503,-0.689335,0.149562,-0.128667,0.000000,0.000000,0.000000,-0.138842,-0.058843,0.020000,-4.139594,-2.861954,-3.080777,1.414285,0.016305,-0.066634,0.015724,-4.138594,-2.860954,-3.079777,1.415285,0.015305,-0.065634,0.014724
105.459363,-0.133948,-0.020889,-0.003198,-0.044333,0.009478,-0.000465,-0.056889,-0.187540,-0.028354,-0.692868,0.146034,-0.135115,0.000000,0.000000,0.000000,-0.138731,-0.059105,0.020000,-4.411586,-3.152031,-3.312670,0.806183,-0.127936,-0.293308,0.022032,-4.411586,-3.151031,-3.311670,0.807183,-0.128936,-0.292308,0.021032
