t,phi1,phi2,phi3,phi4,phi5,phi6,w1,w2,w3,v1,v2,v3,vd_w1,vd_w2,vd_w3,vd_v1,vd_v2,vd_v3,upri1,upri2,upri3,upri4,upri5,upri6,upri7,ufin1,ufin2,ufin3,ufin4,ufin5,ufin6,ufin7
6.046797,-0.028851,-0.128807,-0.013756,0.055826,-0.044919,-0.085925,0.792633,1.954033,0.372522,1.035146,-0.400103,-0.475660,0.000000,0.000000,0.000000,-0.019276,0.149559,0.020000,8.030290,-12.599176,6.700542,79.309143,0.618701,-1.272798,0.030980,8.030290,-12.599176,6.700542,79.309143,0.618701,-1.272798,0.029980
6.127792,-0.029678,-0.130803,-0.014121,0.054848,-0.045363,-0.085403,0.817243,1.995237,0.390363,1.036573,-0.397682,-0.464268,0.000000,0.000000,0.000000,-0.019558,0.149523,0.020000,9.606952,-13.488698,8.173940,79.985332,0.657746,-1.529256,0.022763,9.606952,-13.488698,8.173940,79.985332,0.658746,-1.528256,0.021763
6.214455,-0.030537,-0.132837,-0.014483,0.053867,-0.045792,-0.084882,0.850387,2.032721,0.388038,1.039631,-0.414175,-0.460217,0.000000,0.000000,0.000000,-0.019839,0.149486,0.020000,9.059624,-14.482179,7.646924,79.858415,0.470338,-1.895421,0.047723,9.059624,-14.482179,7.646924,79.858415,0.471337,-1.895421,0.046723
6.300644,-0.031409,-0.134907,-0.014866,0.052886,-0.046220,-0.084372,0.862054,2.068703,0.409735,1.039721,-0.416892,-0.448733,0.000000,0.000000,0.000000,-0.020121,0.149448,0.020000,9.486689,-15.436265,8.026929,80.567356,0.519133,-2.117796,0.033783,9.486689,-15.436265,8.026929,80.567356,0.520133,-2.117796,0.032783
6.393718,-0.032157,-0.136617,-0.015229,0.051913,-0.046674,-0.083864,0.735723,1.709522,0.386682,0.999406,-0.377128,-0.473008,0.000000,0.000000,0.000000,-0.020403,0.149410,0.020000,12.030282,-17.735597,10.560553,76.129733,1.075119,-0.844485,-0.051014,12.030282,-17.735597,10.560553,76.129733,1.075119,-0.844485,-0.050014
6.481698,-0.032957,-0.138417,-0.015505,0.050940,-0.047056,-0.083364,0.795041,1.797885,0.303465,1.007492,-0.448846,-0.458905,0.000000,0.000000,0.000000,-0.020684,0.149371,0.020000,5.489248,-19.056113,4.417543,77.174266,0.402530,-1.372429,0.112588,5.489248,-19.056113,4.417543,77.174266,0.403530,-1.371429,0.111588
6.576812,-0.033766,-0.140224,-0.015849,0.049960,-0.047459,-0.082876,0.799099,1.806687,0.370163,1.010652,-0.432051,-0.447013,0.000000,0.000000,0.000000,-0.020966,0.149332,0.020000,8.330514,-20.629463,7.088681,77.736932,0.610560,-1.498582,0.028633,8.330514,-20.629463,7.088681,77.736932,0.611560,-1.497582,0.027633
6.672569,-0.034606,-0.142081,-0.016202,0.048978,-0.047859,-0.082398,0.831052,1.855518,0.380671,1.012819,-0.436198,-0.434779,0.000000,0.000000,0.000000,-0.021247,0.149292,0.020000,9.146531,-21.533667,7.830574,78.544113,0.564450,-1.780285,0.035047,9.146531,-21.533667,7.830574,78.544113,0.564556,-1.780285,0.034047
6.756611,-0.035474,-0.143966,-0.016553,0.047992,-0.048244,-0.081923,0.858080,1.883480,0.380305,1.017101,-0.452772,-0.429533,0.000000,0.000000,0.000000,-0.021529,0.149252,0.020000,8.395075,-22.876685,7.152585,78.486070,0.398879,-2.107520,0.055363,8.395075,-22.876685,7.152585,78.486070,0.399879,-2.107520,0.054363
6.841229,-0.036356,-0.145882,-0.016927,0.047006,-0.048633,-0.081461,0.870624,1.914509,0.404465,1.016055,-0.450177,-0.416818,0.000000,0.000000,0.000000,-0.021810,0.149211,0.020000,9.430668,-23.804739,8.095358,79.331450,0.482385,-2.273972,0.035150,9.430668,-23.804739,8.095358,79.331450,0.483385,-2.272972,0.034150
6.942613,-0.037115,-0.147441,-0.017289,0.046031,-0.049054,-0.081001,0.746120,1.559295,0.388522,0.974490,-0.405407,-0.438360,0.000000,0.000000,0.000000,-0.022091,0.149170,0.020000,12.450494,-25.874744,11.024866,75.270002,1.043403,-0.949740,-0.059473,12.450494,-25.874744,11.024866,75.270002,1.043403,-0.949450,-0.058473
7.021595,-0.037940,-0.149102,-0.017555,0.045059,-0.049399,-0.080548,0.819691,1.658109,0.297171,0.980937,-0.483103,-0.423770,0.000000,0.000000,0.000000,-0.022372,0.149128,0.020000,5.983087,-27.013234,5.086229,76.440937,0.293919,-1.496617,0.119381,5.982087,-27.013234,5.085229,76.440937,0.294919,-1.495617,0.118381
7.114165,-0.038766,-0.150767,-0.017888,0.044079,-0.049760,-0.080108,0.815205,1.663411,0.363065,0.984288,-0.469107,-0.412504,0.000000,0.000000,0.000000,-0.022653,0.149085,0.020000,7.972292,-28.676984,6.941889,76.959711,0.506868,-1.615846,0.035841,7.972292,-28.676984,6.941889,76.959711,0.507868,-1.614846,0.034841
7.203697,-0.039622,-0.152487,-0.018233,0.043104,-0.050122,-0.079676,0.845416,1.718809,0.376808,0.980960,-0.469899,-0.401238,0.000000,0.000000,0.000000,-0.022934,0.149042,0.020000,9.061709,-28.882710,7.899425,77.840634,0.501332,-1.861490,0.036430,9.061709,-28.882710,7.899425,77.840634,0.502332,-1.861490,0.035430
7.296928,-0.040502,-0.154249,-0.018584,0.042126,-0.050474,-0.079247,0.869147,1.760326,0.384028,0.984029,-0.480210,-0.397445,0.000000,0.000000,0.000000,-0.023215,0.148999,0.020000,8.919425,-29.784143,7.788100,77.775549,0.415704,-2.234097,0.047327,8.919425,-29.784143,7.788100,77.775549,0.416704,-2.233097,0.046327
7.378768,-0.041254,-0.155666,-0.018932,0.041161,-0.050864,-0.078817,0.737310,1.416558,0.376906,0.941732,-0.431465,-0.419278,0.000000,0.000000,0.000000,-0.023496,0.148955,0.020000,12.182904,-31.485579,10.893371,73.820885,1.027239,-0.933240,-0.057701,12.182904,-31.485579,10.893371,73.820885,1.026239,-0.932240,-0.056701
7.462889,-0.042073,-0.157193,-0.019183,0.040201,-0.051177,-0.078392,0.813492,1.524743,0.283832,0.947798,-0.510049,-0.407782,0.000000,0.000000,0.000000,-0.023777,0.148910,0.020000,5.783916,-32.383306,5.136877,74.740807,0.282081,-1.554459,0.125518,5.783916,-32.383306,5.136877,74.740807,0.282081,-1.554459,0.124518
7.546187,-0.042900,-0.158742,-0.019508,0.039235,-0.051510,-0.077979,0.815744,1.547524,0.357476,0.949483,-0.492140,-0.395486,0.000000,0.000000,0.000000,-0.024058,0.148865,0.020000,8.222951,-33.559658,7.349973,75.520959,0.508038,-1.693480,0.034524,8.222951,-33.559658,7.349973,75.520959,0.509038,-1.693480,0.033524
7.646015,-0.043759,-0.160350,-0.019841,0.038273,-0.051839,-0.077574,0.847407,1.606447,0.366854,0.947387,-0.498015,-0.384592,0.000000,0.000000,0.000000,-0.024338,0.148819,0.020000,8.684691,-33.846869,7.743452,76.376843,0.458513,-1.970884,0.043780,8.684691,-33.846869,7.743452,76.376843,0.458638,-1.970884,0.042780
7.738944,-0.044641,-0.162001,-0.020181,0.037307,-0.052159,-0.077173,0.870768,1.648964,0.375986,0.951538,-0.507495,-0.379440,0.000000,0.000000,0.000000,-0.024619,0.148773,0.020000,8.584884,-34.862513,7.690275,76.450804,0.385986,-2.337432,0.052528,8.584884,-34.862513,7.690275,76.450804,0.386986,-2.337432,0.051528
7.829349,-0.045390,-0.163305,-0.020521,0.036353,-0.052518,-0.076773,0.734170,1.304050,0.371498,0.910920,-0.457479,-0.398375,0.000000,0.000000,0.000000,-0.024899,0.148727,0.020000,11.859026,-36.761041,10.776978,72.573991,1.004955,-1.031836,-0.055818,11.859026,-36.761041,10.776978,72.573991,1.004955,-1.031836,-0.054818
7.917482,-0.046212,-0.164720,-0.020762,0.035406,-0.052800,-0.076379,0.815799,1.411422,0.276189,0.915850,-0.537042,-0.385560,0.000000,0.000000,0.000000,-0.025179,0.148679,0.020000,5.522954,-37.671213,5.196293,73.732911,0.245720,-1.610963,0.130075,5.522954,-37.671213,5.196293,73.732911,0.246720,-1.609963,0.129075
8.010087,-0.047043,-0.166159,-0.021079,0.034454,-0.053102,-0.075998,0.818617,1.437382,0.352062,0.915914,-0.518103,-0.372203,0.000000,0.000000,0.000000,-0.025459,0.148632,0.020000,7.978173,-38.645561,7.384966,74.807168,0.482865,-1.704736,0.035902,7.978173,-38.645561,7.384966,74.807168,0.482865,-1.704736,0.034902
8.103313,-0.047908,-0.167664,-0.021405,0.033508,-0.053402,-0.075624,0.852876,1.503425,0.363387,0.912308,-0.523142,-0.362727,0.000000,0.000000,0.000000,-0.025740,0.148583,0.020000,8.521113,-38.588384,7.837759,75.629586,0.433103,-2.000120,0.043579,8.521113,-38.588384,7.837759,75.629586,0.433103,-2.000120,0.042579
8.199386,-0.048634,-0.168833,-0.021731,0.032573,-0.053738,-0.075246,0.710238,1.168361,0.358583,0.874628,-0.474624,-0.386397,0.000000,0.000000,0.000000,-0.026020,0.148535,0.020000,11.536853,-40.389816,10.682038,71.008269,1.044688,-0.858601,-0.060414,11.536853,-40.389816,10.682038,71.008269,1.044688,-0.858601,-0.059414
8.297592,-0.049448,-0.170130,-0.021951,0.031645,-0.053993,-0.074863,0.809015,1.293971,0.257489,0.879787,-0.559401,-0.382056,0.000000,0.000000,0.000000,-0.026300,0.148485,0.020000,5.058654,-40.722508,5.062343,71.299988,0.165303,-1.637288,0.139977,5.058654,-40.722508,5.062343,71.299988,0.166303,-1.637288,0.138977
8.389135,-0.050257,-0.171472,-0.022263,0.030719,-0.054277,-0.074497,0.795785,1.340255,0.347440,0.874567,-0.531172,-0.365429,0.000000,0.000000,0.000000,-0.026579,0.148436,0.020000,8.066250,-40.893247,7.652672,73.049719,0.595930,-1.676216,0.026037,8.066250,-40.893247,7.652672,73.049719,0.595930,-1.676216,0.025037
8.478293,-0.051113,-0.172884,-0.022573,0.029791,-0.054554,-0.074128,0.844482,1.410095,0.348482,0.879566,-0.540541,-0.364661,0.000000,0.000000,0.000000,-0.026859,0.148385,0.020000,8.471100,-41.190982,8.033533,72.795626,0.419435,-2.205617,0.053736,8.471100,-41.190982,8.033533,72.795626,0.419435,-2.205617,0.052736
8.561223,-0.051836,-0.173965,-0.022889,0.028875,-0.054872,-0.073758,0.706312,1.080169,0.350787,0.840397,-0.489478,-0.383706,0.000000,0.000000,0.000000,-0.027139,0.148334,0.020000,11.728761,-42.832710,11.045787,68.714907,1.031446,-0.991111,-0.059467,11.728761,-42.832710,11.045787,68.714907,1.031446,-0.991111,-0.058467
8.651426,-0.052644,-0.175172,-0.023099,0.027968,-0.055110,-0.073391,0.802023,1.203694,0.250298,0.844408,-0.571890,-0.372859,0.000000,0.000000,0.000000,-0.027418,0.148283,0.020000,5.558296,-43.351275,5.779842,69.753322,0.211565,-1.656628,0.138397,5.558296,-43.351275,5.779842,69.753322,0.212565,-1.656628,0.137397
8.736869,-0.053464,-0.176416,-0.023391,0.027059,-0.055370,-0.073036,0.806794,1.241386,0.331071,0.842604,-0.551826,-0.360009,0.000000,0.000000,0.000000,-0.027698,0.148231,0.020000,7.970334,-43.834359,7.864523,70.929164,0.458954,-1.761168,0.039210,7.970334,-43.834359,7.864523,70.929164,0.459954,-1.761168,0.038210
8.819643,-0.054321,-0.177737,-0.023694,0.026158,-0.055628,-0.072685,0.845023,1.319274,0.343642,0.838452,-0.556973,-0.352084,0.000000,0.000000,0.000000,-0.027977,0.148178,0.020000,8.478524,-43.384503,8.270556,71.767515,0.405596,-2.095500,0.047856,8.478524,-43.384503,8.270556,71.767515,0.406596,-2.095500,0.046856
8.908074,-0.055035,-0.178730,-0.023998,0.025266,-0.055922,-0.072329,0.696814,0.992867,0.339696,0.802813,-0.508855,-0.375179,0.000000,0.000000,0.000000,-0.028256,0.148125,0.020000,11.281580,-45.127573,10.896617,67.211747,1.116337,-0.985243,-0.054584,11.281580,-45.127573,10.896617,67.211747,1.116337,-0.985243,-0.053584
8.992569,-0.055846,-0.179860,-0.024194,0.024384,-0.056133,-0.071969,0.805395,1.125703,0.238460,0.806698,-0.595702,-0.370394,0.000000,0.000000,0.000000,-0.028536,0.148072,0.020000,4.919461,-45.292454,5.548284,67.609701,0.107997,-1.780464,0.148515,4.919461,-45.292454,5.548284,67.609701,0.108997,-1.779464,0.147515
9.076771,-0.056650,-0.181041,-0.024485,0.023504,-0.056373,-0.071627,0.790590,1.178572,0.330400,0.800663,-0.567772,-0.352354,0.000000,0.000000,0.000000,-0.028815,0.148018,0.020000,7.667361,-45.255254,7.845483,69.617097,0.577910,-1.797258,0.032717,7.667326,-45.255254,7.845450,69.617097,0.578910,-1.796258,0.031717
9.163429,-0.057326,-0.181904,-0.024769,0.022635,-0.056651,-0.071277,0.659139,0.863120,0.320331,0.766628,-0.518434,-0.376480,0.000000,0.000000,0.000000,-0.029094,0.147963,0.020000,11.006433,-46.747771,10.856124,65.059198,-2.733754,-0.739289,-0.057987,11.006433,-46.747771,10.856124,65.059198,-2.733754,-0.739289,-0.056987
9.247398,-0.058065,-0.182919,-0.024949,0.021778,-0.056851,-0.070922,0.732755,1.010850,0.218854,0.767780,-0.599333,-0.373257,0.000000,0.000000,0.000000,-0.029372,0.147908,0.020000,4.580399,-46.349785,5.528293,65.406019,0.555970,-1.583886,0.144127,4.579399,-46.349785,5.527293,65.406019,0.556970,-1.582886,0.143127
9.340039,-0.058803,-0.183984,-0.025235,0.020917,-0.057084,-0.070583,0.723810,1.063883,0.321947,0.768728,-0.566910,-0.358230,0.000000,0.000000,0.000000,-0.029651,0.147853,0.020000,7.832908,-46.747275,8.270608,66.959868,1.099178,-1.713515,0.015338,7.831908,-46.747275,8.269608,66.959868,1.098178,-1.712515,0.014338
9.438639,-0.059628,-0.185145,-0.025506,0.020063,-0.057305,-0.070238,0.812995,1.158542,0.312992,0.766885,-0.584601,-0.357442,0.000000,0.000000,0.000000,-0.029930,0.147796,0.020000,8.003137,-45.830885,8.379978,67.003037,0.539938,-2.249323,0.064056,8.003137,-45.830885,8.379978,67.003037,0.540938,-2.248323,0.063056
9.537204,-0.060306,-0.185989,-0.025792,0.019226,-0.057567,-0.069892,0.660082,0.844430,0.323490,0.725510,-0.531820,-0.374262,0.000000,0.000000,0.000000,-0.030208,0.147740,0.020000,11.060553,-46.940824,11.119261,63.444198,0.557697,-0.980943,-0.058888,11.060553,-46.940824,11.119261,63.444198,0.557697,-0.980943,-0.057888
9.622090,-0.061070,-0.186975,-0.025967,0.018398,-0.057750,-0.069541,0.759204,0.980841,0.217090,0.730092,-0.614882,-0.371537,0.000000,0.000000,0.000000,-0.030487,0.147683,0.020000,5.040323,-46.978781,6.208579,63.599220,0.504635,-1.839170,0.150708,5.040323,-46.978781,6.208579,63.599220,0.505635,-1.839170,0.149708
9.706511,-0.061853,-0.188013,-0.026234,0.017569,-0.057960,-0.069205,0.769542,1.035833,0.308938,0.726745,-0.589878,-0.355797,0.000000,0.000000,0.000000,-0.030765,0.147625,0.020000,7.808653,-46.915216,8.486668,65.304647,0.869252,-1.917661,0.038567,7.808653,-46.915216,8.486668,65.304647,0.869252,-1.917661,0.037567
9.797494,-0.062515,-0.188740,-0.026496,0.016753,-0.058208,-0.068861,0.644353,0.726339,0.301381,0.691779,-0.542428,-0.376416,0.000000,0.000000,0.000000,-0.031043,0.147567,0.020000,10.880203,-48.238768,11.255636,61.218169,0.709528,-0.768444,-0.054338,10.880203,-48.238768,11.255636,61.218169,0.709528,-0.768444,-0.053338
9.881742,-0.063277,-0.189623,-0.026651,0.015954,-0.058371,-0.068512,0.757070,0.878329,0.199488,0.689799,-0.631821,-0.372917,0.000000,0.000000,0.000000,-0.031321,0.147508,0.020000,4.421064,-47.551884,5.977402,61.663755,0.422081,-1.625191,0.153549,4.420064,-47.551884,5.976402,61.663755,0.423081,-1.624191,0.152549
9.966077,-0.064037,-0.190572,-0.026909,0.015157,-0.058564,-0.068178,0.745606,0.947450,0.300155,0.684199,-0.602533,-0.357895,0.000000,0.000000,0.000000,-0.031599,0.147448,0.020000,7.177566,-47.005199,8.190899,63.461435,1.274058,-1.729135,0.029542,7.177566,-47.005199,8.190899,63.461435,1.273058,-1.728135,0.028542
10.053520,-0.064691,-0.191233,-0.027158,0.014371,-0.058795,-0.067829,0.636127,0.659444,0.289750,0.652208,-0.556615,-0.384135,0.000000,0.000000,0.000000,-0.031877,0.147389,0.020000,10.395995,-47.904871,11.037866,58.878292,0.619546,-0.711543,-0.053611,10.395995,-47.904871,11.037866,58.878292,0.619546,-0.711543,-0.052611
10.140832,-0.065443,-0.192063,-0.027302,0.013599,-0.058947,-0.067473,0.747710,0.825288,0.190050,0.654349,-0.640130,-0.381792,0.000000,0.000000,0.000000,-0.032155,0.147328,0.020000,4.513792,-47.203646,6.285827,59.168709,0.848721,-1.727587,0.155858,4.512792,-47.203646,6.285827,59.168709,0.847721,-1.726587,0.154858
10.229707,-0.066228,-0.192964,-0.027541,0.012829,-0.059124,-0.067130,0.771549,0.898283,0.284156,0.648713,-0.617230,-0.367604,0.000000,0.000000,0.000000,-0.032433,0.147267,0.020000,7.206437,-46.461217,8.408781,60.859320,1.106418,-1.867315,0.045398,7.206437,-46.461217,8.408781,60.859320,1.106418,-1.867315,0.044398
10.317087,-0.066905,-0.193584,-0.027778,0.012071,-0.059339,-0.066775,0.659766,0.618653,0.281904,0.616853,-0.571338,-0.389917,0.000000,0.000000,0.000000,-0.032710,0.147206,0.020000,10.306458,-47.358033,11.132294,56.823033,0.396739,-0.703544,-0.050661,10.306458,-47.358033,11.132294,56.823033,0.396739,-0.703544,-0.049661
10.418916,-0.067681,-0.194377,-0.027914,0.011333,-0.059478,-0.066416,0.771597,0.786762,0.185283,0.612586,-0.653231,-0.386237,0.000000,0.000000,0.000000,-0.032988,0.147144,0.020000,4.591007,-46.043687,6.496048,57.373834,0.669571,-1.736211,0.155843,4.591007,-46.043687,6.496048,57.373834,0.670571,-1.735206,0.154843
10.519887,-0.068293,-0.194864,-0.028143,0.010597,-0.059686,-0.066059,0.592797,0.486772,0.271484,0.583493,-0.571742,-0.397293,0.000000,0.000000,0.000000,-0.033265,0.147082,0.020000,9.810965,-48.123063,11.012966,53.514591,0.606044,-0.950677,-0.059835,9.810965,-48.123063,11.012966,53.514591,0.607044,-0.949677,-0.058835
10.605163,-0.069024,-0.195526,-0.028260,0.009883,-0.059821,-0.065695,0.726076,0.656035,0.165795,0.576774,-0.651774,-0.395954,0.000000,0.000000,0.000000,-0.033542,0.147019,0.020000,4.754326,-45.851823,6.787067,55.040453,-2.118944,-1.210908,0.139105,4.754326,-45.851823,6.787067,55.040453,-2.117944,-1.209908,0.138105
10.699333,-0.069738,-0.196274,-0.028476,0.009163,-0.059981,-0.065339,0.701671,0.745737,0.260105,0.581639,-0.626234,-0.388273,0.000000,0.000000,0.000000,-0.033819,0.146955,0.020000,6.794903,-45.745439,8.450683,55.879040,-0.749486,-1.725695,0.035884,6.794903,-45.745439,8.450683,55.879040,-0.748486,-1.724695,0.034884
10.801285,-0.070314,-0.196789,-0.028695,0.008461,-0.060181,-0.064975,0.558744,0.514345,0.257684,0.546964,-0.575494,-0.407568,0.000000,0.000000,0.000000,-0.034096,0.146891,0.020000,9.754008,-45.869873,10.990549,51.691541,0.815063,-1.248063,-0.037729,9.754008,-45.869873,10.990549,51.691541,0.815063,-1.248063,-0.036729
10.894677,-0.070972,-0.197465,-0.028825,0.007773,-0.060310,-0.064604,0.652696,0.671696,0.171345,0.545763,-0.650555,-0.407040,0.000000,0.000000,0.000000,-0.034373,0.146827,0.020000,4.379864,-44.671506,6.661615,52.740048,-0.498616,-1.532660,0.129152,4.379864,-44.671506,6.661615,52.740048,-0.498616,-1.532660,0.129152
10.995393,-0.071466,-0.197887,-0.029040,0.007096,-0.060507,-0.064238,0.476026,0.422867,0.248137,0.513602,-0.571399,-0.415349,0.000000,0.000000,0.000000,-0.034650,0.146762,0.020000,9.376060,-45.439637,10.817364,50.090491,1.136427,-0.831696,-0.058986,9.376060,-45.439637,10.817364,50.090491,1.136427,-0.831696,-0.057986
11.087135,-0.072067,-0.198481,-0.029159,0.006432,-0.060639,-0.063863,0.595833,0.589877,0.158433,0.514277,-0.642847,-0.416936,0.000000,0.000000,0.000000,-0.034926,0.146696,0.020000,4.744181,-44.490184,7.170075,48.933436,0.027150,-2.139350,0.135413,4.744181,-44.490184,7.170075,48.933436,0.028150,-2.139350,0.134413
11.181463,-0.072696,-0.199164,-0.029358,0.005775,-0.060791,-0.063496,0.617331,0.681319,0.236136,0.507131,-0.624367,-0.406699,0.000000,0.000000,0.000000,-0.035203,0.146630,0.020000,6.996633,-42.477031,8.714754,51.922152,0.265405,-1.554831,0.032373,6.996633,-42.477031,8.714754,51.922152,0.266405,-1.554831,0.031373
11.271387,-0.073214,-0.199627,-0.029570,0.005125,-0.060986,-0.063118,0.501554,0.462706,0.246705,0.483586,-0.572983,-0.426012,0.000000,0.000000,0.000000,-0.035479,0.146563,0.020000,10.413042,-43.148257,11.625498,47.933710,1.106616,-1.296969,-0.045485,10.413042,-43.148257,11.625498,47.933710,1.106616,-1.296969,-0.044485
11.355568,-0.073860,-0.200261,-0.029685,0.004498,-0.061109,-0.062735,0.641254,0.628957,0.157229,0.475041,-0.652479,-0.422591,0.000000,0.000000,0.000000,-0.035755,0.146496,0.020000,5.327969,-41.963127,7.621160,46.554873,-0.267203,-2.606544,0.147845,5.327969,-41.963127,7.621160,46.554873,-0.266203,-2.606544,0.146845
11.442258,-0.074341,-0.200628,-0.029881,0.003873,-0.061290,-0.062356,0.463894,0.367767,0.229391,0.450660,-0.583254,-0.430109,0.000000,0.000000,0.000000,-0.036031,0.146429,0.020000,9.290015,-43.202815,10.916859,46.332441,1.065702,-0.952662,-0.049116,9.290015,-43.202815,10.916859,46.332441,1.065702,-0.952662,-0.048116
11.531760,-0.074958,-0.201156,-0.029977,0.003271,-0.061406,-0.061973,0.612819,0.523042,0.138537,0.441387,-0.656227,-0.425577,0.000000,0.000000,0.000000,-0.036307,0.146360,0.020000,5.023814,-41.166938,7.419548,46.951006,-0.167612,-1.731321,0.138985,5.023814,-41.166938,7.419548,46.951006,-0.166612,-1.731321,0.137985
11.618940,-0.075418,-0.201442,-0.030162,0.002668,-0.061588,-0.061593,0.442804,0.286231,0.220321,0.420377,-0.579809,-0.432769,0.000000,0.000000,0.000000,-0.036583,0.146292,0.020000,9.769238,-42.684468,11.384970,44.927525,1.112941,-0.652702,-0.062695,9.769238,-42.684468,11.384970,44.927525,1.112941,-0.652702,-0.061695
11.705944,-0.076023,-0.201907,-0.030244,0.002089,-0.061702,-0.061205,0.600956,0.459129,0.125817,0.411981,-0.656402,-0.431969,0.000000,0.000000,0.000000,-0.036859,0.146222,0.020000,5.347399,-40.260418,7.736976,45.279936,-0.123253,-1.536427,0.135635,5.347399,-40.260418,7.736976,45.279936,-0.122253,-1.536427,0.134635
11.795607,-0.076476,-0.202149,-0.030419,0.001509,-0.061882,-0.060817,0.436535,0.242848,0.211434,0.391603,-0.580010,-0.441481,0.000000,0.000000,0.000000,-0.037134,0.146153,0.020000,10.156147,-41.369496,11.696290,43.032119,1.092403,-0.604643,-0.065103,10.156147,-41.369496,11.696290,43.032119,1.091403,-0.603643,-0.064103
11.884553,-0.077072,-0.202580,-0.030492,0.000954,-0.061992,-0.060418,0.592892,0.424843,0.117083,0.382966,-0.657928,-0.443036,0.000000,0.000000,0.000000,-0.037410,0.146082,0.020000,5.505762,-38.827796,7.862948,43.201592,-0.177756,-1.547464,0.135013,5.505762,-38.827796,7.862948,43.201592,-0.176756,-1.547464,0.134013
11.976976,-0.077526,-0.202797,-0.030650,0.000399,-0.062161,-0.060018,0.438628,0.217523,0.194442,0.363699,-0.589190,-0.453989,0.000000,0.000000,0.000000,-0.037685,0.146012,0.020000,9.839898,-39.793640,11.430375,40.749572,0.964945,-0.707004,-0.049039,9.839898,-39.793640,11.430375,40.749572,0.963945,-0.706004,-0.048039
12.069545,-0.078121,-0.203193,-0.030722,-0.000135,-0.062276,-0.059610,0.590038,0.389570,0.117229,0.356830,-0.651916,-0.453584,0.000000,0.000000,0.000000,-0.037960,0.145940,0.020000,6.644651,-37.168487,8.705989,41.100842,-0.046617,-1.565239,0.121553,6.644651,-37.168487,8.705989,41.100842,-0.045617,-1.565239,0.120553
12.157378,-0.078572,-0.203387,-0.030871,-0.000669,-0.062446,-0.059201,0.436493,0.194083,0.187646,0.339022,-0.587468,-0.463057,0.000000,0.000000,0.000000,-0.038235,0.145869,0.020000,10.462717,-38.305517,11.884819,38.837574,0.969244,-0.775809,-0.048815,10.462717,-38.305517,11.884819,38.837574,0.968244,-0.774809,-0.047815
12.250731,-0.079153,-0.203755,-0.030930,-0.001182,-0.062550,-0.058785,0.577921,0.361227,0.103899,0.331070,-0.660894,-0.461786,0.000000,0.000000,0.000000,-0.038510,0.145796,0.020000,5.996988,-36.156034,8.242798,39.229754,-0.154097,-1.615820,0.131484,5.996988,-36.156034,8.242798,39.229754,-0.154097,-1.615820,0.131484
12.337539,-0.079592,-0.203920,-0.031069,-0.001696,-0.062707,-0.058371,0.424290,0.164494,0.176731,0.314869,-0.597198,-0.469038,0.000000,0.000000,0.000000,-0.038785,0.145723,0.020000,9.813483,-37.429808,11.423445,37.163348,0.904678,-0.804598,-0.041465,9.813483,-37.429808,11.423445,37.163348,0.904678,-0.804598,-0.040465
12.432458,-0.080160,-0.204249,-0.031129,-0.002191,-0.062813,-0.057951,0.564078,0.323768,0.105510,0.307812,-0.656667,-0.466376,0.000000,0.000000,0.000000,-0.039059,0.145650,0.020000,6.719888,-35.060783,8.800701,37.699987,-0.014149,-1.570585,0.116169,6.719888,-35.060783,8.800701,37.699987,-0.013149,-1.570585,0.115169
12.531343,-0.080590,-0.204393,-0.031265,-0.002686,-0.062970,-0.057533,0.415224,0.142920,0.173302,0.291695,-0.596347,-0.473712,0.000000,0.000000,0.000000,-0.039334,0.145576,0.020000,10.194204,-36.210142,11.696148,35.714380,0.938713,-0.825003,-0.045290,10.194204,-36.210142,11.696148,35.714380,0.937713,-0.824003,-0.044290
12.622412,-0.080997,-0.204433,-0.031315,-0.003155,-0.063100,-0.057103,0.399672,0.037165,0.090176,0.263235,-0.621943,-0.486894,0.000000,0.000000,0.000000,-0.039608,0.145502,0.020000,7.908457,-35.727567,10.007264,33.308824,0.610021,-0.531686,0.040210,7.908457,-35.727567,10.007264,33.308824,0.610021,-0.531686,0.039210
12.716202,-0.081473,-0.204609,-0.031356,-0.003619,-0.063194,-0.056672,0.471474,0.170697,0.082386,0.265595,-0.660480,-0.482807,0.000000,0.000000,0.000000,-0.039883,0.145427,0.020000,5.544082,-34.748218,8.121413,33.781993,0.147303,-1.225643,0.101110,5.544082,-34.748218,8.121413,33.781993,0.148303,-1.225643,0.100110
